,Rent,Rental_Type,Area,Elevator,Subway,Balcony,Floor_Type,Electricity,Heating,Renovation,Bedroom_num,Living_Room_num,Bathroom_num,Toward,Location,Maintenance_Date,Facility_Washing_Machine,Facility_Air_Conditioner,Facility_Wardrobe,Facility_TV,Facility_Refrigerator,Facility_Water_Heater,Facility_Bed,Facility_Natural_Gas,Facility_num
297,600,0,25,0,0,0,3,0,1,1,3,1,2,27,73,2024/11/30,1,1,1,0,1,1,1,0,21
298,750,0,15,1,1,0,2,0,1,1,4,1,1,13,658,2024/11/30,1,1,1,0,1,1,1,1,28
299,550,0,15,0,0,0,1,0,1,1,5,0,2,27,1666,2024/11/29,1,1,1,1,1,1,1,1,31
300,750,0,16,0,0,0,1,0,1,1,5,0,2,27,1666,2024/11/29,1,1,1,1,1,1,1,1,31
301,800,0,22,1,0,0,1,0,1,1,5,0,2,27,1681,2024/11/29,1,1,1,1,1,1,1,1,31
302,1150,0,30.1,1,1,0,3,0,1,1,3,0,3,27,1680,2024/12/5,1,1,1,0,1,1,1,0,21
303,1150,0,26,1,0,1,2,0,1,1,3,2,2,27,654,2024/12/2,1,1,1,1,1,1,1,1,31
304,1150,0,35,1,1,1,1,0,1,1,5,0,2,27,652,2024/11/12,1,1,1,0,0,1,1,1,25
305,1100,0,30,1,1,1,2,0,1,1,5,0,2,27,652,2024/11/10,1,1,1,0,1,1,1,1,28
306,550,0,15,1,0,1,1,0,1,1,5,0,2,27,652,2024/11/10,1,1,1,1,1,1,1,1,31
307,550,0,15,1,0,0,1,0,1,1,5,0,2,27,652,2024/11/10,1,0,1,0,0,1,1,0,18
308,650,0,12,1,0,0,3,0,1,1,4,2,2,25,852,2024/11/28,1,1,1,0,0,1,1,1,22
309,560,0,11,1,0,0,2,0,1,1,3,2,2,27,854,2024/11/26,1,1,1,1,1,1,1,1,31
310,501,0,15,1,1,0,1,0,1,1,4,1,2,27,92,2024/11/29,1,0,1,0,1,1,1,0,18
311,800,0,20,1,1,0,2,0,1,1,4,1,2,27,92,2024/11/29,1,1,1,0,1,1,1,0,21
312,750,0,20,1,1,0,1,0,1,1,3,0,1,27,94,2024/11/29,1,1,1,1,1,1,1,1,31
313,680,0,16,1,1,0,2,0,1,1,5,1,2,25,97,2024/11/29,0,1,1,0,0,0,1,0,13
314,680,0,18,1,1,0,2,0,1,1,5,1,2,27,97,2024/11/29,1,1,1,0,0,1,1,0,21
315,502,0,12,1,0,0,2,0,1,1,3,1,2,27,98,2024/11/26,1,1,1,1,1,1,1,1,31
316,520,0,12,1,0,0,3,0,1,1,5,0,2,25,98,2024/11/27,1,1,1,0,0,1,1,1,25
317,600,0,25,1,0,1,3,0,1,1,5,0,2,25,98,2024/11/27,1,1,1,0,0,1,1,1,25
318,600,0,23,1,0,1,2,0,1,1,5,0,0,39,98,2024/11/27,1,1,1,0,0,1,1,0,21
319,700,0,18,1,1,0,1,0,1,1,5,1,2,27,1742,2024/11/29,0,1,1,0,1,0,1,0,16
320,900,0,26,1,1,1,1,0,1,1,3,1,1,0,1744,2024/12/1,1,1,1,0,1,1,1,1,28
321,900,0,30,1,1,1,1,0,1,1,3,1,1,27,1744,2024/12/1,1,1,1,0,1,1,1,1,28
